class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,f,f,w,f,n,f,w,,p,t,?,s,s,w,w,p,w,o,e,k,s,g
e,f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
,f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
e,x,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g
e,x,f,n,t,??,f,c,b,p,t,b,s,s,w,w,p,w,o,,n,y,d
e,x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,,w,o,e,n,s,g
e,x,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
e,f,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
e,x,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,y,u
p,f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u
p,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g
e,x,,n,t,n,f,c,b,u,,b,s,s,w,g,p,w,o,p,k,v,d
e,x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
e,f,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,s,,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
e,x,,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
e,x,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g
e,f,f,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g
e,f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
e,f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
e,x,f,e,t,n,f,c,Z,n,t,b,s,s,p,p,p,w,o,p,k,XXX,d
p,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
e,x,f,n,t,n,f,c,b,,t,b,s,s,w,g,p,,o,p,n,v,d
p,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u
p,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g
p,f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u
e,f,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,,n,a,g
e,f,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
e,f,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
e,x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
e,f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g
p,f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,,g
p,f,s,w,t,p,f,c,n,n,e,e,,s,w,w,p,w,o,p,k,v,g
e,f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
e,x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
e,x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d
e,x,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
e,f,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,
e,f,f,w,f,n,f,w,b,n,t,,f,s,w,w,p,w,o,e,n,s,g
e,x,f,w,f,,f,w,b,k,t,,f,f,w,w,p,w,o,e,k,a,g
e,x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g
e,x,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
e,x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g
e,x,f,n,f,,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
e,x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,,w,o,e,n,s,g
e,x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g
e,x,s,g,,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
e,x,s,g,f,n,f,w,b,p,t,e,s,,w,w,p,w,o,e,k,s,g
e,f,s,w,f,n,f,w,b,p,t,e,s,s,w,,p,w,o,e,n,s,g
,x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g
e,f,f,g,f,n,f,,b,p,t,e,s,,w,w,p,,o,e,n,s,g
e,f,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g
e,x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
e,f,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,,e,k,s,g
e,x,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g
e,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g
,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g
e,x,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g
p,x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u
e,x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d
p,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,y,n,t,,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,s,w,f,n,f,w,b,n,t,e,s,f,w,,p,w,o,e,n,s,g
e,f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
e,x,s,g,f,n,f,w,b,p,t,,s,s,w,w,p,w,o,e,k,a,g
e,x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g
e,f,s,n,f,n,f,w,,h,t,e,f,f,w,w,p,w,o,e,n,s,g
e,f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
e,x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
e,b,s,w,t,l,f,c,b,n,e,c,s,s,,w,p,w,o,p,n,n,g
e,x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g
e,x,s,y,,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
p,f,y,w,t,p,f,c,n,n,e,,s,,w,w,p,w,o,p,k,v,g
e,,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
e,f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g
e,f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g
e,f,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
e,x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,,o,p,,y,d
e,x,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,,o,p,k,y,d
e,x,y,y,t,a,f,c,b,n,e,?,s,y,w,w,p,w,o,p,n,y,p
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
e,f,f,g,f,n,f,w,b,p,t,e,f,f,w,,p,w,o,e,n,a,g
e,f,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
e,f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
e,x,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,,o,e,n,a,g
e,f,s,w,f,n,f,w,b,n,t,,f,f,w,w,p,w,o,e,k,s,g
e,f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,,o,e,n,a,g
e,x,f,g,f,n,f,w,b,,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,s,n,f,n,f,w,b,k,t,?,s,f,w,w,p,w,o,e,n,a,g
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d
e,f,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
e,f,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
p,f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d
e,x,f,n,f,n,f,w,b,p,t,e,f,f,,w,p,w,o,e,k,s,g
e,f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,,e,k,s,g
p,f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g
e,x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,
e,x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
e,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g
e,x,f,n,t,n,f,c,b,w,,b,s,s,g,p,p,w,o,p,n,v,d
e,x,s,g,f,,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g
e,f,f,w,,n,f,w,b,p,,e,s,f,w,w,p,w,o,e,n,a,g
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d
e,x,y,w,t,l,f,,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
e,f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g
e,f,s,w,f,n,f,w,b,,t,e,s,s,w,w,p,w,o,e,k,a,g
e,f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
e,f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g
e,x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g
e,x,s,n,f,n,,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g
e,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
p,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g
e,x,s,n,f,n,f,w,b,k,t,?,s,f,w,w,p,w,o,e,k,a,g
e,f,,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
e,x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g
e,x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g
e,f,s,w,f,n,f,w,b,,t,e,f,s,w,w,p,w,o,e,n,a,g
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
e,f,s,g,f,n,f,w,Z,n,t,e,f,f,w,w,p,w,o,e,k,XXX,g
e,x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g
p,f,s,n,t,,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,g
e,,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,s,n,f,n,,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g
e,x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
e,f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
p,f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
,x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
e,f,f,n,f,n,f,w,b,h,t,e,,s,w,w,p,w,o,e,n,s,g
e,f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,,e,n,s,g
e,x,f,w,f,n,f,w,b,n,,e,f,f,w,w,p,w,o,e,k,a,g
e,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g
p,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g
e,x,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,
e,f,f,n,f,n,f,,n,p,e,e,s,s,w,w,p,w,o,p,k,y,u
p,f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u
e,f,s,w,f,n,f,w,b,n,t,e,s,f,w,,p,w,o,e,n,s,g
e,x,f,g,f,n,f,w,b,k,t,,f,f,w,w,p,w,o,e,n,s,g
e,f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
e,x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
e,x,f,w,f,n,f,w,b,h,t,?,,f,w,w,,w,o,e,k,a,g
p,f,y,n,t,p,f,c,n,,e,e,s,s,w,w,p,w,o,p,n,s,g
e,f,f,n,f,n,f,w,b,h,t,e,,s,w,w,p,w,o,e,k,s,g
e,f,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
e,x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
,x,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
e,x,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g
e,x,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g
e,x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g
e,f,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,,o,e,n,s,g
e,x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,
e,x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g
p,x,s,w,t,??,f,c,n,n,e,?,s,s,w,w,p,w,o,p,n,s,u
e,f,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
e,,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
e,x,f,n,t,n,f,c,b,,t,,s,s,w,g,p,w,o,p,k,v,d
e,x,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g
e,x,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g
e,x,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g
e,x,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
e,x,y,y,t,a,f,c,b,k,e,c,s,s,w,,p,w,o,p,n,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,
e,x,f,w,f,??,f,w,b,n,t,e,f,s,w,w,p,,o,e,,a,g
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u
p,f,s,w,t,p,f,c,n,k,e,e,s,s,,w,p,w,o,p,k,v,u
e,x,s,n,f,n,f,w,,p,t,e,s,s,w,w,p,w,o,e,k,a,g
e,x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
e,x,s,w,f,n,f,w,b,,t,e,f,s,w,w,p,w,o,e,k,a,g
p,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g
e,,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,,e,k,a,g
p,f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,,u
e,x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
e,x,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g
e,x,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
p,f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g
e,x,f,n,,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,
e,f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g
e,x,f,,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
p,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g
e,x,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
e,f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
p,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
e,f,s,g,,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g
e,f,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
e,x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g
e,x,f,g,t,n,f,c,b,u,t,,s,s,w,p,p,w,o,p,k,v,d
,x,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
e,f,f,n,t,n,f,c,b,n,t,?,s,s,p,g,p,w,o,p,n,y,d
e,f,y,e,t,n,f,c,b,p,t,b,s,s,,p,p,w,o,p,k,v,d
e,f,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
,x,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d
e,x,y,g,t,n,f,,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d
e,x,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
,f,f,n,t,n,f,c,b,n,t,?,s,s,g,w,p,w,o,p,k,v,d
p,x,s,n,t,,f,c,n,n,,e,s,s,w,w,p,w,o,p,k,v,g
e,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g
e,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g
e,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g
e,f,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d
e,,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g
e,x,f,n,f,n,f,w,Z,h,t,e,s,f,w,w,p,w,o,e,k,XXX,g
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,f,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,,d
e,x,y,w,t,l,f,c,b,k,e,?,s,s,w,w,p,w,o,p,n,n,g
e,f,f,g,f,n,f,w,b,n,t,e,,s,w,w,p,w,o,e,k,s,g
e,x,y,e,t,n,f,c,b,n,t,b,s,s,w,g,p,,o,p,n,v,d
e,f,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
e,x,s,g,f,n,f,w,b,p,t,e,f,s,w,,p,w,o,e,n,a,g
e,x,y,n,t,n,,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
e,x,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
e,x,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d
e,f,s,w,,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d
e,x,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
e,x,f,e,,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
e,x,y,n,,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
e,f,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
e,x,y,n,t,n,f,c,b,p,,b,s,s,p,w,p,w,o,p,k,y,d
e,x,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,
e,x,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g
e,f,f,w,f,n,f,w,,p,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,y,g,t,n,,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
p,f,y,n,t,p,f,,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u
e,x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
e,f,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
e,x,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d
e,f,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d
e,f,,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d
e,x,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
e,x,f,e,t,n,f,c,b,w,t,?,s,s,w,g,p,w,o,p,n,v,d
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
e,x,f,g,t,n,f,c,b,u,t,b,,s,w,w,p,w,o,p,k,y,d
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
e,x,f,,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,,d
p,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g
e,x,s,w,f,n,f,w,b,h,t,e,,f,w,w,p,w,o,e,k,s,g
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d
e,x,f,w,f,n,f,w,b,h,,e,f,s,w,w,p,w,o,e,k,a,g
e,x,f,g,t,n,f,c,Z,w,t,b,s,s,p,w,p,w,o,p,n,XXX,d
e,x,s,g,f,n,f,w,b,n,,e,s,s,w,w,p,w,o,,n,s,g
e,x,y,e,t,n,f,c,b,w,,b,s,s,p,g,p,w,o,p,n,y,d
e,x,y,n,t,,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d
e,x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g
e,x,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
e,x,s,w,f,n,f,w,b,n,,e,s,s,w,w,p,w,o,e,k,s,g
e,x,s,n,f,n,f,,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
e,,f,e,t,n,f,c,b,n,t,b,s,,p,g,p,w,o,p,n,y,d
e,f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,,o,e,k,a,g
e,f,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
e,x,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d
e,x,f,e,t,??,,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d
e,x,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,,p,n,v,d
e,x,f,,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d
e,f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
e,x,s,w,f,n,f,w,b,n,t,e,,s,w,w,p,w,o,e,k,a,g
e,x,s,w,f,n,f,w,b,h,,e,s,f,w,w,p,w,o,e,k,a,g
e,x,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
e,x,f,n,t,n,f,c,,u,t,b,s,s,g,g,p,w,o,p,n,y,d
e,f,f,wrong,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d
e,f,f,,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,f,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g
p,f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g
e,f,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
e,x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
e,x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,,o,e,n,a,g
e,x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,f,n,f,n,f,w,,n,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,,n,v,d
e,x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d
e,f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
e,f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,,g
e,x,s,g,f,n,f,w,b,p,,e,f,s,w,w,p,w,o,e,n,s,g
e,f,f,g,t,n,f,c,b,n,t,b,,s,p,w,p,w,o,p,k,y,d
e,x,s,w,f,n,f,w,b,h,t,?,f,f,w,w,p,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
e,f,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
e,x,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
e,f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
e,x,f,n,t,n,f,c,b,w,t,?,s,s,w,p,p,w,o,p,n,v,d
